"","county","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume","sale.dollars.capita","sale.volume.capita"
"192","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Amaretto",2515,232,0.271217513210396,0.025018871993961
"193","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Distilled Spirits",4041,188,0.435781300549984,0.0202739135123477
"194","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Vodka",111193,10985,11.9910492828642,1.18462202092095
"195","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Misc",44744,2710,4.82519141593875,0.292246306481182
"196","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Tequila",35429,2364,3.82066213738812,0.254933678421223
"197","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Schnapps",21248,1827,2.29138358675725,0.197023616952443
"198","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Whisky",242221,15896,26.1211042812466,1.71422409144829
"199","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Gin",11361,1032,1.22516984794565,0.11129084438693
"200","Clarke",90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,"Rum",81336,5767,8.77127143319314,0.621913080987814
"201","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Gin",36657,2963,2.22460250030344,0.179815511591213
"202","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Distilled Spirits",16864,1687,1.02342517295788,0.102378929481733
"203","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Tequila",57827,3823,3.50934579439252,0.232006311445564
"204","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Vodka",306858,31782,18.6222842577983,1.92875348950115
"205","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Misc",124741,7817,7.5701541449205,0.474390095885423
"206","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Amaretto",6765,719,0.410547396528705,0.0436339361573006
"207","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Schnapps",52938,3971,3.21264716591819,0.240987983978638
"208","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Whisky",603838,45611,36.6451025609904,2.76799368855444
"209","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Brandy",35834,2909,2.17465711858235,0.176538414856172
"210","Clay",93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,"Rum",214640,16640,13.0258526520209,1.00983129020512
"211","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Tequila",16162,972,0.911305328446575,0.0548068790527206
"212","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Whisky",235163,16009,13.2598252043981,0.902678319706794
"213","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Amaretto",2019,273,0.113842683958275,0.0153932901043135
"214","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Misc",40901,2572,2.30623061742317,0.145023963913166
"215","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Vodka",102703,11165,5.79097829151396,0.629546095291796
"216","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Brandy",11290,1059,0.636594305046518,0.0597124330420073
"217","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Rum",107217,7236,6.04550324217649,0.408006766281365
"218","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Schnapps",49716,3857,2.80327036932619,0.217479560191711
"219","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Distilled Spirits",1568,73,0.0884127431632365,0.00411615449675782
"220","Clayton",91,15.3,4,29261,17735,17377,110,40,80,0,0,128,"Gin",9843,777,0.555004228925853,0.0438116718353538
"221","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Tequila",232579,14901,4.84822396397899,0.310618694238306
"222","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Brandy",154560,8056,3.22187942966731,0.167931293254398
"223","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Gin",73020,6678,1.52213791378304,0.139206203618778
"224","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Rum",504582,37396,10.518260652047,0.779538063870591
"225","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Vodka",755073,70954,15.7398690903027,1.47907112482281
"226","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Amaretto",18127,2096,0.377866255315601,0.0436921537563579
"227","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Schnapps",262643,18827,5.47492287167514,0.392458100558659
"228","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Whisky",938334,58739,19.5600350204286,1.22444342533144
"229","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Distilled Spirits",14747,947,0.307408488284833,0.0197406820645376
"230","Clinton",91.6,19.4,4.6,30652,47972,45020,1284,125,313,0,183,1047,"Misc",325744,21467,6.79029433836405,0.447490202618194
"231","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Amaretto",5271,548,0.307400711494722,0.0319589432553799
"232","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Whisky",511187,36844,29.8120370910363,2.14871406076865
"233","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Schnapps",70670,5334,4.12142065667464,0.3110748235843
"234","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Vodka",193570,18613,11.2888551933283,1.08549600513209
"235","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Misc",92697,5367,5.40601854551817,0.312999358488365
"236","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Rum",210218,14900,12.2597538928092,0.868956668805039
"237","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Tequila",76357,3865,4.45308217180848,0.225403860733656
"238","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Brandy",30894,1968,1.8017145856418,0.114772263369686
"239","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Gin",18770,1631,1.09465212573628,0.0951186796524173
"240","Crawford",78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,"Distilled Spirits",11072,1272,0.645710619933516,0.0741820726657724
"241","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Vodka",582588,49915,7.46199759202808,0.639329354202423
"242","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Rum",290915,20386,3.726144427082,0.261111253426237
"243","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Brandy",34463,2446,0.441414555421779,0.031329251735533
"244","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Distilled Spirits",13625,603,0.174513922688731,0.00772344186284807
"245","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Whisky",837213,49908,10.7233265875964,0.639239695673336
"246","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Gin",53943,3787,0.690921433511796,0.0485052642364936
"247","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Schnapps",45283,3445,0.580001024668904,0.0441248046724902
"248","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Tequila",134630,9037,1.72438968158414,0.115749161052335
"249","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Amaretto",5809,448,0.0744037707815662,0.00573814586161846
"250","Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Misc",185121,11263,2.37109665189436,0.144260573302252
"251","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Rum",12770,900,1.45643248175182,0.10264598540146
"252","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Gin",1335,147,0.152258211678832,0.0167655109489051
"253","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Distilled Spirits",808,38,0.0921532846715328,0.00433394160583942
"254","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Tequila",2479,202,0.282732664233577,0.0230383211678832
"255","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Brandy",2610,260,0.297673357664234,0.0296532846715328
"256","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Schnapps",5075,427,0.578809306569343,0.0486998175182482
"257","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Whisky",38159,2533,4.35207572992701,0.288891423357664
"258","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Misc",5413,439,0.617358576642336,0.0500684306569343
"259","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Amaretto",311,36,0.0354698905109489,0.00410583941605839
"260","Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Vodka",24550,2947,2.79995437956204,0.336108576642336
"261","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Misc",10771,495,1.31193666260658,0.0602923264311815
"262","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Gin",2416,189,0.294275274056029,0.023020706455542
"263","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Whisky",70751,4227,8.61766138855055,0.514859926918392
"264","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Rum",21841,1475,2.66029232643118,0.179658952496955
"265","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Distilled Spirits",491,21,0.0598051157125457,0.002557856272838
"266","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Schnapps",11070,833,1.3483556638246,0.101461632155907
"267","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Amaretto",708,55,0.0862362971985384,0.00669914738124239
"268","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Brandy",3901,249,0.475152253349574,0.0303288672350792
"269","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Tequila",5673,317,0.690986601705238,0.0386114494518879
"270","Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Vodka",37757,3785,4.59890377588307,0.461023142509135
"271","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Vodka",146740,14422,8.4115792490685,0.826712525078819
"272","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Brandy",18534,1300,1.06242476354256,0.0745199197477787
"273","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Whisky",377958,27042,21.6656921754084,1.55012897678418
"274","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Misc",75640,4273,4.33591286901691,0.24494124390943
"275","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Schnapps",61342,4508,3.51630839782173,0.25841215247922
"276","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Gin",13660,1037,0.783032387503583,0.0594439667526512
"277","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Tequila",37682,2592,2.16004585841215,0.148581255374033
"278","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Rum",148740,9887,8.5262252794497,0.566752651189453
"279","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Distilled Spirits",3157,214,0.180968758956721,0.0122671252507882
"280","Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Amaretto",2598,248,0.148925193465176,0.0142161077672686
"281","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Misc",271480,15114,6.76771202074089,0.376776187864586
"282","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Whisky",1089954,64929,27.1714114772897,1.61861195592561
"283","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Brandy",262735,11035,6.54970833125592,0.275090990676572
"284","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Schnapps",159576,12630,3.97806252181283,0.314852669890811
"285","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Distilled Spirits",27809,2128,0.693249239666949,0.0530488108889664
"286","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Tequila",174684,9720,4.35468913596251,0.242309418158249
"287","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Rum",423190,29840,10.5496834023034,0.74387994216483
"288","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Vodka",904903,77026,22.5582838909109,1.9201774941417
"289","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Gin",85675,6991,2.13578800418806,0.174278306825547
"290","Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Amaretto",11897,1144,0.296579747719001,0.0285187216433165
"291","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Schnapps",190200,12837,11.1580429426258,0.753079901443154
"292","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Amaretto",11002,1268,0.645430012906254,0.0743869529508389
"293","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Whisky",1280749,86572,75.1348703508154,5.07872814736595
"294","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Gin",115542,8356,6.77824709609293,0.490202980171301
"295","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Brandy",51160,3720,3.00129062536665,0.218233016543471
"296","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Distilled Spirits",28309,3111,1.66074152293793,0.182506159802886
"297","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Misc",335294,20304,19.6699518948727,1.19112988384372
"298","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Tequila",200112,13321,11.7395283350933,0.781473659509562
"299","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Vodka",879700,78907,51.6074152293793,4.62906253666549
"300","Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Rum",672140,47477,39.430951542884,2.78522820603074
"301","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Gin",213859,16388,2.21939829180461,0.170072333668884
"302","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Tequila",396923,22515,4.11921045257838,0.233657468425368
"303","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Schnapps",404441,28591,4.19723118753827,0.296713332433919
"304","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Amaretto",38446,3771,0.398987121078467,0.0391349017735759
"305","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Distilled Spirits",56589,6568,0.587272595190901,0.0681617700474268
"306","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Brandy",405281,19509,4.20594858809245,0.202461627870775
"307","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Vodka",1976563,169825,20.5124897518654,1.76241970132525
"308","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Whisky",2665411,169078,27.6612563434656,1.75466744154672
"309","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Misc",693468,41572,7.19671229464814,0.431428304569371
"310","Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Rum",1244959,86793,12.9200074720576,0.900725412260401
"311","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Whisky",230789,17030,23.5019348268839,1.73421588594705
"312","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Schnapps",26548,2053,2.70346232179226,0.209063136456212
"313","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Brandy",11895,862,1.21130346232179,0.0877800407331976
"314","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Amaretto",2224,255,0.226476578411405,0.0259674134419552
"315","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Misc",49332,2989,5.02362525458248,0.304378818737271
"316","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Tequila",28145,1495,2.86608961303462,0.15224032586558
"317","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Distilled Spirits",3965,178,0.403767820773931,0.0181262729124236
"318","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Rum",121294,8930,12.3517311608961,0.909368635437882
"319","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Vodka",126833,14070,12.915784114053,1.43279022403259
"320","Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Gin",8226,816,0.837678207739308,0.0830957230142566
"321","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Brandy",25727,1950,1.26168407630818,0.0956304251875828
"322","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Amaretto",4719,595,0.23142562895395,0.0291795399931342
"323","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Rum",163182,12221,8.00264822715904,0.599333039085871
"324","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Whisky",473437,35844,23.2179392869403,1.75783433867883
"325","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Vodka",217891,23777,10.6856456279731,1.16605365112059
"326","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Tequila",50356,3391,2.46952086704919,0.166298857339022
"327","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Schnapps",84803,6972,4.15884458829876,0.341915550978373
"328","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Gin",14969,1482,0.734098376734834,0.0726791231425629
"329","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Misc",80715,5071,3.95836398411064,0.248688146731401
"330","Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Distilled Spirits",3499,166,0.171595311657104,0.00814084645186602
"331","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Schnapps",78121,6109,4.88134216445889,0.381717070732317
"332","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Brandy",58143,3072,3.63302924268933,0.191952011997001
"333","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Misc",96878,5530,6.0533616595851,0.345538615346163
"334","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Whisky",403486,28639,25.2115721069733,1.78949012746813
"335","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Tequila",52311,3243,3.26862034491377,0.202636840789803
"336","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Rum",159656,11126,9.97600599850037,0.695201199700075
"337","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Distilled Spirits",4856,218,0.303424143964009,0.0136215946013497
"338","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Gin",18606,1605,1.16258435391152,0.100287428142964
"339","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Vodka",213086,21397,13.3145463634091,1.33697825543614
"340","Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Amaretto",5709,687,0.356723319170207,0.042926768307923
"341","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Amaretto",1595,206,0.153468680842875,0.0198210333878572
"342","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Gin",7585,672,0.729818146829597,0.0646589050322332
"343","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Distilled Spirits",2286,128,0.219955739440008,0.0123159819109016
"344","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Misc",43158,2453,4.15260271336476,0.236024247089387
"345","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Whisky",198406,15103,19.0903492735495,1.45318964687771
"346","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Brandy",16182,1397,1.55700952564226,0.134417396324449
"347","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Tequila",35667,1747,3.43182911575099,0.168093909362071
"348","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Rum",66916,5072,6.43856441835851,0.488020783219475
"349","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Schnapps",25253,2069,2.42980852496873,0.199076301356682
"350","Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Vodka",88030,9470,8.4701241220052,0.911190224189358
"351","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Tequila",679,33,0.0967374269839008,0.00470152443368001
"352","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Distilled Spirits",761,36,0.108420002849409,0.00512893574583274
"353","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Amaretto",24,4,0.00341929049722183,0.000569881749536971
"354","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Misc",1241,51,0.176805812793845,0.00726599230659638
"355","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Vodka",4383,425,0.624447927055136,0.0605499358883032
"356","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Brandy",133,8,0.0189485681721043,0.00113976349907394
"357","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Gin",164,10,0.0233651517310158,0.00142470437384243
"358","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Schnapps",652,35,0.0928907251745263,0.0049864653084485
"359","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Rum",5883,317,0.8381535831315,0.045163128650805
"360","Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Whisky",11133,670,1.58612337939877,0.0954551930474427
"361","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Tequila",17545,1227,1.93163051855114,0.135087526147749
"362","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Whisky",162321,10953,17.8708576461522,1.2058791148299
"363","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Brandy",4434,327,0.488164703291864,0.0360013211494
"364","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Rum",74556,5420,8.2083012220632,0.596719145656721
"365","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Misc",31483,1960,3.46614554662556,0.215787735329737
"366","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Vodka",80745,7886,8.88968402510184,0.868215347352196
"367","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Gin",8390,647,0.923703622151272,0.0712319718154795
"368","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Schnapps",16665,1200,1.83474622921942,0.132114939997798
"369","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Amaretto",1739,185,0.191456567213476,0.0203677199163272
"370","Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Distilled Spirits",2480,107,0.273037542662116,0.0117802488164703
"371","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Distilled Spirits",2176,96,0.175866806756648,0.0077588297098521
"372","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Whisky",120550,9608,9.74298876586115,0.776529540127697
"373","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Amaretto",1005,125,0.0812252485250141,0.0101026428513699
"374","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Gin",4100,351,0.331366685524933,0.0283682211266467
"375","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Tequila",6561,427,0.530267517982704,0.0345106279802796
"376","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Misc",16119,1030,1.30275600096985,0.0832457770952881
"377","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Brandy",4924,404,0.397963307201164,0.0326517416956276
"378","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Vodka",72358,8113,5.8480562515154,0.655701931625313
"379","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Schnapps",14953,1025,1.20851854845228,0.0828416713812333
"380","Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Rum",53069,3627,4.2890972278348,0.29313828497535
"381","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Brandy",8664,736,0.810401272098026,0.0688429520157142
"382","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Tequila",20739,1501,1.93985595360584,0.140398465999439
"383","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Rum",56550,3986,5.28949583762043,0.372836965672061
"384","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Schnapps",13402,1173,1.25357777569919,0.109718454775044
"385","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Whisky",197077,14063,18.4339163782621,1.31540548124591
"386","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Distilled Spirits",3478,157,0.325320362922084,0.0146852492750912
"387","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Amaretto",823,77,0.0769806379197456,0.00720231970816575
"388","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Gin",9886,901,0.924703021232813,0.0842764942474979
"389","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Misc",32032,2010,2.99616499859695,0.188008605369002
"390","Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Vodka",107500,10216,10.0551866055561,0.95557010569638
"391","Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Distilled Spirits",3431,178,0.225323438628752,0.0116897616076706
