"","zipcode","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume","sale.dollars.capita","sale.volume.capita"
"313",50111,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,"Distilled Spirits",8258,299,0.668880609104163,0.0242183703223716
"314",50111,98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,"Vodka",309451,26515,25.0648793131379,2.14765916086182
"315",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Schnapps",33394,2402,2.89576829691294,0.208289975719736
"316",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Rum",127350,9207,11.0431841831426,0.798387096774194
"317",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Brandy",23705,1710,2.05558446063129,0.148283038501561
"318",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Gin",31114,2351,2.69805757891086,0.203867499132848
"319",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Tequila",49932,3231,4.32986472424558,0.280176899063476
"320",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Vodka",212289,19623,18.4086888657648,1.70161290322581
"321",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Whisky",395240,24638,34.2733263961152,2.13648976760319
"322",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Distilled Spirits",4850,238,0.420568851890392,0.0206382240721471
"323",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Amaretto",3703,387,0.321106486298994,0.0335587929240375
"324",50112,92.8,28.6,4.1,21088,11532,10679,294,15,366,5,24,149,"Misc",83768,4527,7.26396115157822,0.392559833506764
"325",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Amaretto",189,20,0.067717663919742,0.00716589036187746
"326",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Distilled Spirits",142,6,0.05087782156933,0.00214976710856324
"327",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Schnapps",3526,304,1.263346470799,0.108921533500537
"328",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Rum",10400,679,3.72626298817628,0.24328197778574
"329",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Vodka",17148,1664,6.14403439627374,0.596202078108205
"330",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Gin",1863,190,0.667502687208886,0.0680759584378359
"331",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Misc",4355,317,1.56037262629882,0.113579362235758
"332",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Tequila",1592,126,0.570404872805446,0.045145109279828
"333",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Brandy",1483,113,0.531350770333214,0.0404872805446077
"334",50115,89.4,13.9,3.2,27313,2791,2679,23,0,1,0,17,71,"Whisky",40376,3090,14.4664994625582,1.10713006091007
"335",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Schnapps",1651,135,1.12927496580027,0.0923392612859097
"336",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Gin",746,106,0.510259917920657,0.0725034199726402
"337",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Amaretto",132,19,0.0902872777017784,0.0129958960328317
"338",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Whisky",16734,1490,11.4459644322845,1.01915184678523
"339",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Vodka",11185,1396,7.65047879616963,0.954856361149111
"340",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Brandy",291,28,0.199042407660739,0.0191518467852257
"341",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Rum",7864,661,5.37893296853625,0.452120383036936
"342",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Misc",1662,126,1.13679890560876,0.0861833105335157
"343",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Tequila",926,82,0.633378932968536,0.0560875512995896
"344",50122,89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,"Distilled Spirits",81,3,0.0554035567715458,0.00205198358413133
"345",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Distilled Spirits",57,3,0.0828488372093023,0.00436046511627907
"346",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Brandy",129,9,0.1875,0.0130813953488372
"347",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Gin",28,2,0.0406976744186047,0.00290697674418605
"348",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Vodka",1962,223,2.85174418604651,0.324127906976744
"349",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Schnapps",326,26,0.473837209302326,0.0377906976744186
"350",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Rum",533,39,0.774709302325581,0.0566860465116279
"351",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Tequila",279,16,0.405523255813953,0.0232558139534884
"352",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Misc",228,10,0.331395348837209,0.0145348837209302
"353",50123,95.6,13.6,1.5,31689,688,677,0,2,0,0,0,9,"Whisky",4110,275,5.97383720930233,0.399709302325581
"354",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Rum",12538,824,3.24482401656315,0.213250517598344
"355",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Distilled Spirits",268,10,0.0693581780538302,0.0025879917184265
"356",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Misc",3652,162,0.945134575569358,0.0419254658385093
"357",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Amaretto",34,7,0.0087991718426501,0.00181159420289855
"358",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Vodka",21500,1815,5.56418219461698,0.46972049689441
"359",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Schnapps",1005,67,0.260093167701863,0.0173395445134576
"360",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Brandy",689,34,0.178312629399586,0.0087991718426501
"361",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Gin",1351,91,0.34963768115942,0.0235507246376812
"362",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Whisky",30039,1773,7.77406832298137,0.458850931677019
"363",50124,96,36,6.7,40875,3864,3800,19,0,45,0,0,0,"Tequila",4682,264,1.21169772256729,0.0683229813664596
"364",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Brandy",19777,1547,0.999242118027486,0.0781628940986257
"365",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Tequila",72157,5253,3.64576596604689,0.265410266774454
"366",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Vodka",354088,33467,17.8904607922393,1.69093573160873
"367",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Whisky",533120,33415,26.9361358124495,1.68830840743735
"368",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Misc",161232,9235,8.14632174616006,0.466602667744543
"369",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Schnapps",52970,3566,2.67633387227162,0.18017380759903
"370",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Amaretto",4713,554,0.238126515763945,0.0279911075181892
"371",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Gin",37263,3145,1.88273039611964,0.1589025869038
"372",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Rum",231150,16723,11.678961196443,0.844937348423605
"373",50125,95.3,29.7,6.3,31014,19792,19086,84,36,105,51,66,364,"Distilled Spirits",9511,434,0.480547696038804,0.021928051738076
"374",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Schnapps",37908,2750,5.51068469254252,0.399767408053496
"375",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Misc",76471,4412,11.1165867131851,0.641372292484373
"376",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Vodka",159634,15225,23.2059892426225,2.21325774095072
"377",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Gin",18153,1321,2.63890100305277,0.192033725832243
"378",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Brandy",14774,950,2.14769588602995,0.138101468236662
"379",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Amaretto",4323,439,0.628434365460096,0.0638174153219945
"380",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Rum",121944,8518,17.7269952027911,1.23826137519988
"381",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Whisky",339825,21813,49.4003488879198,3.17095508068033
"382",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Distilled Spirits",7836,664,1.13911905800262,0.0965256577990987
"383",50126,93.3,18.5,3.8,27194,6879,6550,129,26,21,0,76,77,"Tequila",45272,3047,6.5811891263265,0.442942288123274
"384",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Brandy",4149,306,0.841070342590716,0.0620312183255625
"385",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Schnapps",15663,1128,3.17514696938982,0.228664098925603
"386",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Whisky",141559,9576,28.6963308331644,1.94121224407055
"387",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Distilled Spirits",1916,83,0.388404621933914,0.0168254611798094
"388",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Amaretto",1706,180,0.345834177984999,0.0364889519562133
"389",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Gin",8214,632,1.66511250760186,0.12811676464626
"390",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Rum",68204,4972,13.8260693290087,1.00790593959051
"391",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Tequila",16485,1174,3.34177984998986,0.237989053314413
"392",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Vodka",71710,6911,14.5367930265558,1.40097303871883
"393",50129,92.1,20.6,4.6,26028,4933,4807,12,9,32,5,0,68,"Misc",29860,1885,6.05311169673627,0.382120413541455
"394",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Brandy",439,17,0.264298615291993,0.0102347983142685
"395",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Amaretto",41,6,0.024683925346177,0.00361228175797712
"396",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Tequila",703,32,0.423239012642986,0.0192655027092113
"397",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Schnapps",505,37,0.304033714629741,0.0222757375075256
"398",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Vodka",10034,1338,6.04093919325707,0.805538832028898
"399",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Distilled Spirits",310,14,0.186634557495485,0.00842865743527995
"400",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Whisky",10465,923,6.30042143287176,0.555689343768814
"401",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Gin",151,8,0.0909090909090909,0.00481637567730283
"402",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Rum",5065,392,3.04936785069235,0.236002408187839
"403",50130,95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,"Misc",1089,55,0.655629139072848,0.033112582781457
"404",50131,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,"Whisky",441035,24496,22.4068993547732,1.24452573286592
