"","zipcode","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume","sale.dollars.capita","sale.volume.capita"
"998",50401,92.7,21.5,4.9,27457,29216,27442,586,93,349,0,179,567,"Amaretto",16341,1640,0.559316812705367,0.0561336254107338
"999",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Rum",45340,3228,13.5911270983213,0.967625899280576
"1000",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Distilled Spirits",87,4,0.0260791366906475,0.00119904076738609
"1001",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Brandy",3106,272,0.9310551558753,0.0815347721822542
"1002",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Schnapps",12823,973,3.84382494004796,0.291666666666667
"1003",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Tequila",12127,879,3.63519184652278,0.263489208633094
"1004",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Gin",3633,275,1.08902877697842,0.0824340527577938
"1005",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Misc",17856,1025,5.35251798561151,0.307254196642686
"1006",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Whisky",102106,7181,30.6073141486811,2.15257793764988
"1007",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Vodka",60411,6883,18.1088129496403,2.06324940047962
"1008",50421,92.2,13.8,3,31977,3336,3173,0,0,22,0,106,35,"Amaretto",917,105,0.274880095923261,0.0314748201438849
"1009",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Gin",1264,117,0.453209035496594,0.0419505198996056
"1010",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Brandy",2402,209,0.861240588024382,0.0749372534958767
"1011",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Misc",5900,469,2.11545356758695,0.168160631050556
"1012",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Amaretto",455,42,0.163140910720688,0.015059160989602
"1013",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Vodka",24925,3283,8.93689494442452,1.17712441735389
"1014",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Whisky",47793,4352,17.1362495518107,1.56041591968447
"1015",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Tequila",4479,310,1.60595195410541,0.111150950161348
"1016",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Schnapps",7266,737,2.60523485120115,0.264252420222302
"1017",50423,89.1,15.9,3.8,33407,2789,2715,19,3,5,0,23,24,"Rum",18583,1371,6.66296163499462,0.491574040874866
"1018",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Brandy",874,78,0.618104667609618,0.0551626591230552
"1019",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Misc",5041,261,3.56506364922206,0.184582743988685
"1020",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Rum",9248,640,6.54031117397454,0.452616690240453
"1021",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Distilled Spirits",141,6,0.0997171145685997,0.00424328147100424
"1022",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Schnapps",2522,180,1.78359264497878,0.127298444130127
"1023",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Tequila",1489,110,1.05304101838755,0.0777934936350778
"1024",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Whisky",25999,2311,18.3868458274399,1.63437057991513
"1025",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Gin",552,65,0.39038189533239,0.045968882602546
"1026",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Vodka",14592,1663,10.3196605374823,1.17609618104668
"1027",50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Amaretto",62,9,0.0438472418670438,0.00636492220650637
"1028",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Schnapps",76178,5465,8.08340407470289,0.579902376910017
"1029",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Gin",39627,2769,4.20490237691002,0.293824278438031
"1030",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Tequila",112789,7758,11.9682724957555,0.823217317487267
"1031",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Vodka",409562,36875,43.4594651952462,3.91288200339559
"1032",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Brandy",29279,2344,3.10685483870968,0.248726655348048
"1033",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Rum",240540,16843,25.5241935483871,1.78724533106961
"1034",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Distilled Spirits",6325,351,0.671158743633277,0.0372453310696095
"1035",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Misc",129813,8660,13.7747241086587,0.91893039049236
"1036",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Whisky",587395,39717,62.3296901528014,4.21445246179966
"1037",50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Amaretto",6748,708,0.716044142614601,0.0751273344651952
"1038",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Whisky",6686,500,15.1954545454545,1.13636363636364
"1039",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Gin",82,3,0.186363636363636,0.00681818181818182
"1040",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Amaretto",324,8,0.736363636363636,0.0181818181818182
"1041",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Tequila",430,53,0.977272727272727,0.120454545454545
"1042",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Rum",1276,64,2.9,0.145454545454545
"1043",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Schnapps",197,12,0.447727272727273,0.0272727272727273
"1044",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Misc",479,31,1.08863636363636,0.0704545454545455
"1045",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Brandy",108,10,0.245454545454545,0.0227272727272727
"1046",50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Vodka",1455,117,3.30681818181818,0.265909090909091
"1047",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Distilled Spirits",1937,87,2.75925925925926,0.123931623931624
"1048",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Whisky",60854,3904,86.6866096866097,5.56125356125356
"1049",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Rum",18520,1138,26.3817663817664,1.62108262108262
"1050",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Tequila",4220,192,6.01139601139601,0.273504273504274
"1051",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Schnapps",12557,935,17.8874643874644,1.33190883190883
"1052",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Gin",1453,91,2.06980056980057,0.12962962962963
"1053",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Vodka",20507,1799,29.2122507122507,2.56267806267806
"1054",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Misc",13631,630,19.4173789173789,0.897435897435897
"1055",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Brandy",2197,144,3.12962962962963,0.205128205128205
"1056",50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Amaretto",492,57,0.700854700854701,0.0811965811965812
"1057",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Amaretto",2841,262,0.474766042780749,0.043783422459893
"1058",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Rum",110153,8233,18.4079211229947,1.37583556149733
"1059",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Distilled Spirits",2799,120,0.467747326203209,0.0200534759358289
"1060",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Vodka",106437,10496,17.7869318181818,1.75401069518717
"1061",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Whisky",192449,14772,32.1605949197861,2.46858288770053
"1062",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Schnapps",24289,1793,4.05899064171123,0.299632352941176
"1063",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Misc",35938,2093,6.00568181818182,0.349766042780749
"1064",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Tequila",24324,1431,4.06483957219251,0.239137700534759
"1065",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Gin",6724,510,1.12366310160428,0.0852272727272727
"1066",50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Brandy",10405,825,1.73880347593583,0.137867647058824
"1067",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Amaretto",364,48,0.0918264379414733,0.012108980827447
"1068",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Rum",27256,1899,6.87588294651867,0.479061553985873
"1069",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Brandy",4569,423,1.15262361251261,0.106710393541877
"1070",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Distilled Spirits",1086,49,0.273965691220989,0.0123612512613522
"1071",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Vodka",35795,3757,9.03002018163471,0.947780020181635
"1072",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Schnapps",5892,498,1.48637739656912,0.125630676084763
"1073",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Misc",8831,565,2.22780020181635,0.142532795156408
"1074",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Gin",1935,191,0.488143289606458,0.0481836528758829
"1075",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Tequila",5828,413,1.47023208879919,0.104187689202825
"1076",50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Whisky",63665,5238,16.0607971745711,1.32139253279516
"1077",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Whisky",185032,14134,33.4173740292577,2.5526458370959
"1078",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Rum",62540,4780,11.2949250496659,0.863283366443923
"1079",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Distilled Spirits",2173,122,0.392450785623984,0.0220335921979411
"1080",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Misc",42325,2417,7.64403106375293,0.436517970019866
"1081",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Gin",7065,630,1.27596171211848,0.11378002528445
"1082",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Vodka",78085,8350,14.102402022756,1.50803684305581
"1083",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Tequila",35062,1708,6.33230991511649,0.308470290771176
"1084",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Amaretto",1541,198,0.27830955391006,0.03575943651797
"1085",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Schnapps",24000,1939,4.33447715369334,0.350189633375474
"1086",50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Brandy",14864,1282,2.68448618385407,0.231533321293119
"1087",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Tequila",5887,336,2.22486772486772,0.126984126984127
"1088",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Gin",1458,128,0.551020408163265,0.0483749055177627
"1089",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Vodka",25122,2861,9.49433106575964,1.08125472411187
"1090",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Brandy",5943,509,2.24603174603175,0.192365835222978
"1091",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Amaretto",395,41,0.149281934996221,0.0154950869236584
"1092",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Distilled Spirits",369,18,0.139455782312925,0.00680272108843537
"1093",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Rum",18214,1272,6.88359788359788,0.480725623582766
"1094",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Whisky",37516,2621,14.1783824640967,0.990551776266062
"1095",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Schnapps",6767,504,2.55744520030234,0.19047619047619
"1096",50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Misc",9959,617,3.76379440665155,0.23318216175359
"1097",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Whisky",3785,301,4.67283950617284,0.371604938271605
"1098",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Rum",1097,83,1.35432098765432,0.102469135802469
"1099",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Distilled Spirits",18,1,0.0222222222222222,0.00123456790123457
"1100",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Amaretto",17,3,0.0209876543209877,0.0037037037037037
"1101",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Brandy",494,44,0.609876543209876,0.054320987654321
"1102",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Schnapps",394,22,0.48641975308642,0.0271604938271605
"1103",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Tequila",175,8,0.216049382716049,0.00987654320987654
"1104",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Misc",380,14,0.469135802469136,0.0172839506172839
"1105",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Gin",156,7,0.192592592592593,0.00864197530864197
"1106",50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Vodka",1769,192,2.18395061728395,0.237037037037037
"1107",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Brandy",23,2,0.0121822033898305,0.00105932203389831
"1108",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Whisky",5464,330,2.89406779661017,0.17478813559322
"1109",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Tequila",475,33,0.251588983050847,0.017478813559322
"1110",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Vodka",2066,177,1.09427966101695,0.09375
"1111",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Gin",57,7,0.0301906779661017,0.00370762711864407
"1112",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Schnapps",581,36,0.307733050847458,0.0190677966101695
"1113",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Distilled Spirits",202,11,0.106991525423729,0.00582627118644068
"1114",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Rum",1759,104,0.931673728813559,0.0550847457627119
"1115",50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Misc",277,11,0.146716101694915,0.00582627118644068
"1116",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Rum",3911,253,1.86060894386299,0.120361560418649
"1117",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Vodka",7460,905,3.54900095147479,0.430542340627973
"1118",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Tequila",738,36,0.351094196003806,0.0171265461465271
"1119",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Schnapps",625,43,0.297335870599429,0.0204567078972407
"1120",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Distilled Spirits",47,1,0.0223596574690771,0.000475737392959087
"1121",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Brandy",662,30,0.314938154138915,0.0142721217887726
"1122",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Gin",106,8,0.0504281636536632,0.00380589914367269
"1123",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Misc",1216,56,0.578496669838249,0.0266412940057088
"1124",50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Whisky",12175,1009,5.79210275927688,0.480019029495718
"1125",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Gin",5042,379,1.87923965710026,0.141259783824078
"1126",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Distilled Spirits",476,22,0.177413343272456,0.00819977636973537
"1127",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Rum",41660,3152,15.5273947074171,1.17480432351845
"1128",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Misc",18883,1217,7.03801714498695,0.453596720089452
"1129",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Tequila",10653,855,3.9705553484905,0.318673127096534
"1130",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Whisky",70257,5377,26.1859858367499,2.00409988818487
"1131",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Amaretto",571,68,0.212821468505404,0.0253447633246366
"1132",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Schnapps",10734,733,4.00074543421543,0.273201639955274
"1133",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Brandy",10031,783,3.73872530749161,0.291837495341036
"1134",50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Vodka",39245,4374,14.6272828922848,1.63026462914648
"1135",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Brandy",6661,622,1.17188599577762,0.109429978888107
"1136",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Whisky",88834,6530,15.6287825475018,1.14883884588318
"1137",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Distilled Spirits",795,39,0.139866291344124,0.00686136523574947
"1138",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Amaretto",1187,169,0.208831808585503,0.0297325826882477
"1139",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Schnapps",17359,1428,3.05401125967628,0.251231527093596
"1140",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Misc",21614,1504,3.80260380014075,0.26460239268121
"1141",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Rum",37388,2903,6.57776213933849,0.51073187895848
"1142",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Gin",3692,355,0.64954257565095,0.0624560168895144
"1143",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Tequila",13670,924,2.40499648135116,0.16256157635468
"1144",50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Vodka",52542,5802,9.24384236453202,1.02076002814919
"1145",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Vodka",5217,636,3.02785838653511,0.36912362159025
"1146",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Misc",1631,79,0.946604759141033,0.0458502611723738
"1147",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Schnapps",2399,194,1.39233894370284,0.112594312246082
"1148",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Brandy",554,56,0.321532211259431,0.032501450957632
"1149",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Tequila",416,21,0.241439349970981,0.012188044109112
"1150",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Rum",6234,490,3.61810795124782,0.28438769587928
"1151",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Amaretto",173,13,0.10040626813697,0.00754497968659315
"1152",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Whisky",10426,910,6.05107370864771,0.528148578061521
"1153",50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Gin",93,10,0.0539756239117818,0.00580383052814858
"1154",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Brandy",2098,199,1.3014888337469,0.123449131513648
"1155",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Misc",5342,286,3.31389578163772,0.17741935483871
"1156",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Schnapps",5008,371,3.10669975186104,0.23014888337469
"1157",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Vodka",17131,1935,10.6271712158809,1.20037220843672
"1158",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Amaretto",308,46,0.19106699751861,0.0285359801488834
"1159",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Distilled Spirits",5,0,0.00310173697270471,0
"1160",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Gin",604,45,0.37468982630273,0.0279156327543424
"1161",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Tequila",1199,73,0.743796526054591,0.0452853598014888
"1162",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Rum",17589,1092,10.9112903225806,0.67741935483871
"1163",50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Whisky",41925,3472,26.008064516129,2.15384615384615
"1164",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Misc",10844,549,4.89350180505415,0.247743682310469
"1165",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Amaretto",1218,177,0.549638989169675,0.0798736462093863
"1166",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Rum",30890,1968,13.9395306859206,0.888086642599278
"1167",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Brandy",3831,360,1.72879061371841,0.162454873646209
"1168",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Whisky",56406,4140,25.4539711191336,1.86823104693141
"1169",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Distilled Spirits",76,2,0.0342960288808664,0.000902527075812274
"1170",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Schnapps",19230,1519,8.67779783393502,0.685469314079422
"1171",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Tequila",6257,300,2.8235559566787,0.135379061371841
"1172",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Gin",2207,214,0.995938628158845,0.0965703971119134
"1173",50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Vodka",33361,3799,15.0546028880866,1.71435018050542
"1174",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Vodka",8176,928,4.33740053050398,0.492307692307692
"1175",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Distilled Spirits",95,4,0.0503978779840849,0.00212201591511936
"1176",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Rum",3279,209,1.7395225464191,0.110875331564987
"1177",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Schnapps",859,107,0.455702917771883,0.056763925729443
"1178",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Whisky",9589,668,5.08700265251989,0.354376657824934
"1179",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Amaretto",36,5,0.0190981432360743,0.0026525198938992
"1180",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Brandy",825,71,0.437665782493369,0.0376657824933687
"1181",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Tequila",430,32,0.228116710875332,0.0169761273209549
"1182",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Misc",453,22,0.240318302387268,0.0116710875331565
"1183",50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Gin",365,35,0.193633952254642,0.0185676392572944
"1184",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Distilled Spirits",66,3,0.102009273570325,0.00463678516228748
"1185",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Schnapps",15814,1130,24.4420401854714,1.74652241112828
"1186",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Tequila",7622,309,11.7805255023184,0.47758887171561
"1187",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Rum",47560,3086,73.5085007727975,4.76970633693972
"1188",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Amaretto",884,118,1.36630602782071,0.182380216383308
"1189",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Misc",15775,784,24.3817619783617,1.21174652241113
"1190",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Brandy",2242,189,3.46522411128284,0.292117465224111
"1191",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Gin",2173,149,3.35857805255023,0.230293663060278
"1192",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Whisky",94431,6625,145.952086553323,10.2395672333849
"1193",50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Vodka",39881,3637,61.6398763523957,5.62132921174652
"1194",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Distilled Spirits",15290,796,0.54577904693914,0.0284133499910762
"1195",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Vodka",765717,69201,27.3323933606996,2.47014099589506
"1196",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Whisky",1075279,72010,38.3822595038372,2.57040870961985
"1197",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Gin",77120,6247,2.7528109941103,0.22298768516866
"1198",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Brandy",154123,8374,5.50144565411387,0.298911297519186
"1199",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Rum",497065,35139,17.7428163483848,1.25429234338747
"1200",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Misc",311091,18612,11.1044440478315,0.664358379439586
"1201",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Tequila",198734,12193,7.09384258432982,0.435231126182402
"1202",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Schnapps",146531,10138,5.23044797429948,0.361877565589863
"1203",50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Amaretto",15405,1559,0.549883990719258,0.0556487595930751
"1204",50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Schnapps",84,4,0.0836653386454183,0.00398406374501992
"1205",50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Tequila",112,7,0.111553784860558,0.00697211155378486
