category,Table Name,zipcode,bachelor,high.school,income,pop.asian,pop.black,pop.hawai,pop.indian,pop.multi,pop.other,pop.white,population,sale.dollars,sale.volume,unemployment
Whisky,project.sales.zipcodes.csv,52738,,,,,,,,,,,,43505,2926,
Brandy,project.sales.zipcodes.csv,52738,,,,,,,,,,,,23521,1342,
Rum,project.sales.zipcodes.csv,52738,,,,,,,,,,,,31652,1933,
Tequila,project.sales.zipcodes.csv,52738,,,,,,,,,,,,9001,477,
Gin,project.sales.zipcodes.csv,52738,,,,,,,,,,,,894,94,
Vodka,project.sales.zipcodes.csv,52738,,,,,,,,,,,,13131,1446,
Amaretto,project.sales.zipcodes.csv,52738,,,,,,,,,,,,266,34,
Schnapps,project.sales.zipcodes.csv,52738,,,,,,,,,,,,2503,230,
Distilled Spirits,project.sales.zipcodes.csv,52738,,,,,,,,,,,,379,18,
Misc,project.sales.zipcodes.csv,52301,,,,,,,,,,,,16744,1373,
Tequila,project.sales.zipcodes.csv,52301,,,,,,,,,,,,9076,740,
Vodka,project.sales.zipcodes.csv,52301,,,,,,,,,,,,61941,7224,
Whisky,project.sales.zipcodes.csv,52301,,,,,,,,,,,,125832,10056,
Rum,project.sales.zipcodes.csv,52301,,,,,,,,,,,,35466,2849,
Distilled Spirits,project.sales.zipcodes.csv,52301,,,,,,,,,,,,1437,82,
Gin,project.sales.zipcodes.csv,52301,,,,,,,,,,,,4627,442,
Brandy,project.sales.zipcodes.csv,52301,,,,,,,,,,,,7962,749,
Amaretto,project.sales.zipcodes.csv,52301,,,,,,,,,,,,1208,158,
Schnapps,project.sales.zipcodes.csv,52301,,,,,,,,,,,,22747,2004,
Misc,project.sales.zipcodes.csv,50211,,,,,,,,,,,,34254,2252,
Whisky,project.sales.zipcodes.csv,50211,,,,,,,,,,,,163383,10785,
Gin,project.sales.zipcodes.csv,50211,,,,,,,,,,,,9813,767,
Vodka,project.sales.zipcodes.csv,50211,,,,,,,,,,,,131979,12915,
Rum,project.sales.zipcodes.csv,50211,,,,,,,,,,,,74178,5439,
Brandy,project.sales.zipcodes.csv,50211,,,,,,,,,,,,4474,307,
Tequila,project.sales.zipcodes.csv,50211,,,,,,,,,,,,24560,2054,
Schnapps,project.sales.zipcodes.csv,50211,,,,,,,,,,,,8545,718,
Distilled Spirits,project.sales.zipcodes.csv,50211,,,,,,,,,,,,2153,111,
Amaretto,project.sales.zipcodes.csv,50211,,,,,,,,,,,,618,84,
Schnapps,project.sales.zipcodes.csv,50309,,,,,,,,,,,,1389,77,
Misc,project.sales.zipcodes.csv,52742,,,,,,,,,,,,21776,1717,
Whisky,project.sales.zipcodes.csv,52742,,,,,,,,,,,,108502,7875,
Distilled Spirits,project.sales.zipcodes.csv,52742,,,,,,,,,,,,2349,234,
Gin,project.sales.zipcodes.csv,52742,,,,,,,,,,,,10950,1248,
Vodka,project.sales.zipcodes.csv,52742,,,,,,,,,,,,61625,6659,
Rum,project.sales.zipcodes.csv,52742,,,,,,,,,,,,34593,2468,
Brandy,project.sales.zipcodes.csv,52742,,,,,,,,,,,,6346,516,
Tequila,project.sales.zipcodes.csv,52742,,,,,,,,,,,,7936,573,
Amaretto,project.sales.zipcodes.csv,52742,,,,,,,,,,,,2234,271,
Schnapps,project.sales.zipcodes.csv,52742,,,,,,,,,,,,15484,1488,
Distilled Spirits,project.sales.zipcodes.csv,50428,,,,,,,,,,,,6325,351,
Misc,project.sales.zipcodes.csv,50250,,,,,,,,,,,,13013,799,
Whisky,project.sales.zipcodes.csv,50250,,,,,,,,,,,,75565,5401,
Tequila,project.sales.zipcodes.csv,50250,,,,,,,,,,,,12504,933,
Gin,project.sales.zipcodes.csv,50250,,,,,,,,,,,,2109,198,
Vodka,project.sales.zipcodes.csv,50250,,,,,,,,,,,,38345,3787,
Rum,project.sales.zipcodes.csv,50250,,,,,,,,,,,,19175,1481,
Brandy,project.sales.zipcodes.csv,50250,,,,,,,,,,,,4361,368,
Amaretto,project.sales.zipcodes.csv,50250,,,,,,,,,,,,248,23,
Schnapps,project.sales.zipcodes.csv,50250,,,,,,,,,,,,5230,471,
Distilled Spirits,project.sales.zipcodes.csv,50250,,,,,,,,,,,,775,37,
Misc,project.sales.zipcodes.csv,50216,,,,,,,,,,,,13532,848,
Whisky,project.sales.zipcodes.csv,50216,,,,,,,,,,,,70452,4912,
Brandy,project.sales.zipcodes.csv,50216,,,,,,,,,,,,2468,235,
Gin,project.sales.zipcodes.csv,50216,,,,,,,,,,,,5644,494,
Vodka,project.sales.zipcodes.csv,50216,,,,,,,,,,,,45587,4210,
Rum,project.sales.zipcodes.csv,50216,,,,,,,,,,,,21767,1524,
Tequila,project.sales.zipcodes.csv,50216,,,,,,,,,,,,6152,424,
Amaretto,project.sales.zipcodes.csv,50216,,,,,,,,,,,,386,35,
Schnapps,project.sales.zipcodes.csv,50216,,,,,,,,,,,,3756,338,
Distilled Spirits,project.sales.zipcodes.csv,50216,,,,,,,,,,,,2561,114,
Misc,project.sales.zipcodes.csv,51035,,,,,,,,,,,,2962,225,
Rum,project.sales.zipcodes.csv,51035,,,,,,,,,,,,4466,285,
Whisky,project.sales.zipcodes.csv,51035,,,,,,,,,,,,17779,1284,
Gin,project.sales.zipcodes.csv,51035,,,,,,,,,,,,929,87,
Vodka,project.sales.zipcodes.csv,51035,,,,,,,,,,,,5148,540,
Brandy,project.sales.zipcodes.csv,51035,,,,,,,,,,,,995,89,
Tequila,project.sales.zipcodes.csv,51035,,,,,,,,,,,,351,24,
Schnapps,project.sales.zipcodes.csv,51035,,,,,,,,,,,,1709,150,
Amaretto,project.sales.zipcodes.csv,51035,,,,,,,,,,,,114,15,
Misc,project.sales.zipcodes.csv,52031,,,,,,,,,,,,21995,1287,
Tequila,project.sales.zipcodes.csv,52031,,,,,,,,,,,,10836,666,
Whisky,project.sales.zipcodes.csv,52031,,,,,,,,,,,,104390,6459,
Gin,project.sales.zipcodes.csv,52031,,,,,,,,,,,,4374,299,
Vodka,project.sales.zipcodes.csv,52031,,,,,,,,,,,,47456,4525,
Rum,project.sales.zipcodes.csv,52031,,,,,,,,,,,,59032,3737,
Brandy,project.sales.zipcodes.csv,52031,,,,,,,,,,,,4629,386,
Amaretto,project.sales.zipcodes.csv,52031,,,,,,,,,,,,1078,147,
Schnapps,project.sales.zipcodes.csv,52031,,,,,,,,,,,,21121,1554,
Whisky,project.sales.zipcodes.csv,50579,,,,,,,,,,,,33341,2837,
Gin,project.sales.zipcodes.csv,50579,,,,,,,,,,,,1242,127,
Vodka,project.sales.zipcodes.csv,50579,,,,,,,,,,,,18229,2049,
Misc,project.sales.zipcodes.csv,50579,,,,,,,,,,,,5343,399,
Rum,project.sales.zipcodes.csv,50579,,,,,,,,,,,,11946,986,
Brandy,project.sales.zipcodes.csv,50579,,,,,,,,,,,,2121,190,
Tequila,project.sales.zipcodes.csv,50579,,,,,,,,,,,,2787,197,
Schnapps,project.sales.zipcodes.csv,50579,,,,,,,,,,,,2762,274,
Amaretto,project.sales.zipcodes.csv,50579,,,,,,,,,,,,419,62,
Distilled Spirits,project.sales.zipcodes.csv,50579,,,,,,,,,,,,370,36,
Misc,project.sales.zipcodes.csv,52310,,,,,,,,,,,,41519,2966,
Whisky,project.sales.zipcodes.csv,52310,,,,,,,,,,,,197416,16482,
Brandy,project.sales.zipcodes.csv,52310,,,,,,,,,,,,11935,1120,
Rum,project.sales.zipcodes.csv,52310,,,,,,,,,,,,72575,5153,
Tequila,project.sales.zipcodes.csv,52310,,,,,,,,,,,,13918,1091,
Distilled Spirits,project.sales.zipcodes.csv,52310,,,,,,,,,,,,1515,70,
Gin,project.sales.zipcodes.csv,52310,,,,,,,,,,,,6119,523,
Vodka,project.sales.zipcodes.csv,52310,,,,,,,,,,,,87179,9235,
Amaretto,project.sales.zipcodes.csv,52310,,,,,,,,,,,,1780,219,
Schnapps,project.sales.zipcodes.csv,52310,,,,,,,,,,,,30625,2658,
Whisky,project.sales.zipcodes.csv,51245,,,,,,,,,,,,37348,2531,
Gin,project.sales.zipcodes.csv,51245,,,,,,,,,,,,626,52,
Vodka,project.sales.zipcodes.csv,51245,,,,,,,,,,,,16194,1562,
Rum,project.sales.zipcodes.csv,51245,,,,,,,,,,,,18208,1244,
Brandy,project.sales.zipcodes.csv,51245,,,,,,,,,,,,1897,188,
Misc,project.sales.zipcodes.csv,51245,,,,,,,,,,,,6050,324,
Schnapps,project.sales.zipcodes.csv,51245,,,,,,,,,,,,8196,663,
Misc,project.sales.zipcodes.csv,50461,,,,,,,,,,,,21614,1504,
Whisky,project.sales.zipcodes.csv,50461,,,,,,,,,,,,88834,6530,
Gin,project.sales.zipcodes.csv,50461,,,,,,,,,,,,3692,355,
Vodka,project.sales.zipcodes.csv,50461,,,,,,,,,,,,52542,5802,
Rum,project.sales.zipcodes.csv,50461,,,,,,,,,,,,37388,2903,
Brandy,project.sales.zipcodes.csv,50461,,,,,,,,,,,,6661,622,
Tequila,project.sales.zipcodes.csv,50461,,,,,,,,,,,,13670,924,
Amaretto,project.sales.zipcodes.csv,50461,,,,,,,,,,,,1187,169,
Schnapps,project.sales.zipcodes.csv,50461,,,,,,,,,,,,17359,1428,
Distilled Spirits,project.sales.zipcodes.csv,50461,,,,,,,,,,,,795,39,
Whisky,project.sales.zipcodes.csv,50603,,,,,,,,,,,,1595,132,
Gin,project.sales.zipcodes.csv,50603,,,,,,,,,,,,5,1,
Vodka,project.sales.zipcodes.csv,50603,,,,,,,,,,,,806,96,
Rum,project.sales.zipcodes.csv,50603,,,,,,,,,,,,1152,71,
Brandy,project.sales.zipcodes.csv,50603,,,,,,,,,,,,715,72,
Misc,project.sales.zipcodes.csv,50603,,,,,,,,,,,,611,26,
Schnapps,project.sales.zipcodes.csv,50603,,,,,,,,,,,,749,53,
Amaretto,project.sales.zipcodes.csv,50603,,,,,,,,,,,,2,0,
Tequila,project.sales.zipcodes.csv,50603,,,,,,,,,,,,60,3,
Misc,project.sales.zipcodes.csv,50533,,,,,,,,,,,,18394,1020,
Tequila,project.sales.zipcodes.csv,50533,,,,,,,,,,,,11766,660,
Whisky,project.sales.zipcodes.csv,50533,,,,,,,,,,,,117065,9435,
Gin,project.sales.zipcodes.csv,50533,,,,,,,,,,,,4549,407,
Vodka,project.sales.zipcodes.csv,50533,,,,,,,,,,,,52418,5315,
Rum,project.sales.zipcodes.csv,50533,,,,,,,,,,,,31046,2277,
Brandy,project.sales.zipcodes.csv,50533,,,,,,,,,,,,4119,314,
Amaretto,project.sales.zipcodes.csv,50533,,,,,,,,,,,,644,66,
Schnapps,project.sales.zipcodes.csv,50533,,,,,,,,,,,,8813,659,
Distilled Spirits,project.sales.zipcodes.csv,50533,,,,,,,,,,,,390,18,
Misc,project.sales.zipcodes.csv,50472,,,,,,,,,,,,10844,549,
Whisky,project.sales.zipcodes.csv,50472,,,,,,,,,,,,56406,4140,
Gin,project.sales.zipcodes.csv,50472,,,,,,,,,,,,2207,214,
Vodka,project.sales.zipcodes.csv,50472,,,,,,,,,,,,33361,3799,
Rum,project.sales.zipcodes.csv,50472,,,,,,,,,,,,30890,1968,
Brandy,project.sales.zipcodes.csv,50472,,,,,,,,,,,,3831,360,
Tequila,project.sales.zipcodes.csv,50472,,,,,,,,,,,,6257,300,
Amaretto,project.sales.zipcodes.csv,50472,,,,,,,,,,,,1218,177,
Schnapps,project.sales.zipcodes.csv,50472,,,,,,,,,,,,19230,1519,
Whisky,project.sales.zipcodes.csv,51028,,,,,,,,,,,,26934,1783,
Gin,project.sales.zipcodes.csv,51028,,,,,,,,,,,,508,50,
Vodka,project.sales.zipcodes.csv,51028,,,,,,,,,,,,12768,1476,
Rum,project.sales.zipcodes.csv,51028,,,,,,,,,,,,8063,590,
Brandy,project.sales.zipcodes.csv,51028,,,,,,,,,,,,4600,435,
Misc,project.sales.zipcodes.csv,51028,,,,,,,,,,,,4163,288,
Tequila,project.sales.zipcodes.csv,51028,,,,,,,,,,,,2284,154,
Schnapps,project.sales.zipcodes.csv,51028,,,,,,,,,,,,5504,446,
Amaretto,project.sales.zipcodes.csv,51028,,,,,,,,,,,,137,18,
Distilled Spirits,project.sales.zipcodes.csv,51028,,,,,,,,,,,,194,9,
Whisky,project.sales.zipcodes.csv,50676,,,,,,,,,,,,76476,6521,
Gin,project.sales.zipcodes.csv,50676,,,,,,,,,,,,2281,183,
Vodka,project.sales.zipcodes.csv,50676,,,,,,,,,,,,22266,2613,
Misc,project.sales.zipcodes.csv,50676,,,,,,,,,,,,12134,669,
Rum,project.sales.zipcodes.csv,50676,,,,,,,,,,,,44247,3092,
Brandy,project.sales.zipcodes.csv,50676,,,,,,,,,,,,5824,578,
Tequila,project.sales.zipcodes.csv,50676,,,,,,,,,,,,5133,264,
Schnapps,project.sales.zipcodes.csv,50676,,,,,,,,,,,,16980,1500,
Distilled Spirits,project.sales.zipcodes.csv,50676,,,,,,,,,,,,655,40,
Amaretto,project.sales.zipcodes.csv,50676,,,,,,,,,,,,469,52,
Misc,project.sales.zipcodes.csv,52655,,,,,,,,,,,,63798,3476,
Tequila,project.sales.zipcodes.csv,52655,,,,,,,,,,,,43079,2934,
Vodka,project.sales.zipcodes.csv,52655,,,,,,,,,,,,199370,17485,
Whisky,project.sales.zipcodes.csv,52655,,,,,,,,,,,,227260,14334,
Rum,project.sales.zipcodes.csv,52655,,,,,,,,,,,,104500,7507,
Brandy,project.sales.zipcodes.csv,52655,,,,,,,,,,,,54893,2192,
Amaretto,project.sales.zipcodes.csv,52655,,,,,,,,,,,,3062,252,
Gin,project.sales.zipcodes.csv,52655,,,,,,,,,,,,14934,1289,
Distilled Spirits,project.sales.zipcodes.csv,52655,,,,,,,,,,,,3723,167,
Schnapps,project.sales.zipcodes.csv,52655,,,,,,,,,,,,28389,1808,
Misc,project.sales.zipcodes.csv,52246,,,,,,,,,,,,75182,4123,
Whisky,project.sales.zipcodes.csv,52246,,,,,,,,,,,,308594,19266,
Brandy,project.sales.zipcodes.csv,52246,,,,,,,,,,,,34680,1946,
Rum,project.sales.zipcodes.csv,52246,,,,,,,,,,,,143975,10324,
Tequila,project.sales.zipcodes.csv,52246,,,,,,,,,,,,60715,4334,
Gin,project.sales.zipcodes.csv,52246,,,,,,,,,,,,43699,3655,
Vodka,project.sales.zipcodes.csv,52246,,,,,,,,,,,,295470,25414,
Amaretto,project.sales.zipcodes.csv,52246,,,,,,,,,,,,3693,300,
Schnapps,project.sales.zipcodes.csv,52246,,,,,,,,,,,,21139,1549,
Distilled Spirits,project.sales.zipcodes.csv,52246,,,,,,,,,,,,3043,140,
Whisky,project.sales.zipcodes.csv,50044,,,,,,,,,,,,4838,365,
Vodka,project.sales.zipcodes.csv,50044,,,,,,,,,,,,5986,798,
Rum,project.sales.zipcodes.csv,50044,,,,,,,,,,,,1666,171,
Brandy,project.sales.zipcodes.csv,50044,,,,,,,,,,,,250,20,
Schnapps,project.sales.zipcodes.csv,50044,,,,,,,,,,,,1466,159,
Tequila,project.sales.zipcodes.csv,50044,,,,,,,,,,,,304,17,
Misc,project.sales.zipcodes.csv,51346,,,,,,,,,,,,8974,547,
Tequila,project.sales.zipcodes.csv,51346,,,,,,,,,,,,3760,234,
Whisky,project.sales.zipcodes.csv,51346,,,,,,,,,,,,70098,5900,
Vodka,project.sales.zipcodes.csv,51346,,,,,,,,,,,,25081,2804,
Gin,project.sales.zipcodes.csv,51346,,,,,,,,,,,,2856,288,
Rum,project.sales.zipcodes.csv,51346,,,,,,,,,,,,21525,1423,
Brandy,project.sales.zipcodes.csv,51346,,,,,,,,,,,,2368,222,
Amaretto,project.sales.zipcodes.csv,51346,,,,,,,,,,,,379,40,
Schnapps,project.sales.zipcodes.csv,51346,,,,,,,,,,,,7410,588,
Distilled Spirits,project.sales.zipcodes.csv,51346,,,,,,,,,,,,191,8,
Vodka,project.sales.zipcodes.csv,50662,,,,,,,,,,,,125968,14191,
Misc,project.sales.zipcodes.csv,50662,,,,,,,,,,,,52080,3348,
Whisky,project.sales.zipcodes.csv,50662,,,,,,,,,,,,295634,22640,
Brandy,project.sales.zipcodes.csv,50662,,,,,,,,,,,,16655,1201,
Rum,project.sales.zipcodes.csv,50662,,,,,,,,,,,,84696,6418,
Schnapps,project.sales.zipcodes.csv,50662,,,,,,,,,,,,48864,4101,
Tequila,project.sales.zipcodes.csv,50662,,,,,,,,,,,,35090,2456,
Distilled Spirits,project.sales.zipcodes.csv,50662,,,,,,,,,,,,2664,128,
Gin,project.sales.zipcodes.csv,50662,,,,,,,,,,,,8929,896,
Amaretto,project.sales.zipcodes.csv,50662,,,,,,,,,,,,2566,301,
Misc,project.sales.zipcodes.csv,50601,,,,,,,,,,,,2312,122,
Rum,project.sales.zipcodes.csv,50601,,,,,,,,,,,,10236,673,
Whisky,project.sales.zipcodes.csv,50601,,,,,,,,,,,,25785,2178,
Gin,project.sales.zipcodes.csv,50601,,,,,,,,,,,,1250,129,
Vodka,project.sales.zipcodes.csv,50601,,,,,,,,,,,,14528,1652,
Brandy,project.sales.zipcodes.csv,50601,,,,,,,,,,,,595,54,
Tequila,project.sales.zipcodes.csv,50601,,,,,,,,,,,,945,48,
Amaretto,project.sales.zipcodes.csv,50601,,,,,,,,,,,,239,24,
Schnapps,project.sales.zipcodes.csv,50601,,,,,,,,,,,,2045,162,
Distilled Spirits,project.sales.zipcodes.csv,50601,,,,,,,,,,,,123,15,
Whisky,project.sales.zipcodes.csv,52134,,,,,,,,,,,,904,64,
Gin,project.sales.zipcodes.csv,52134,,,,,,,,,,,,4,1,
Vodka,project.sales.zipcodes.csv,52134,,,,,,,,,,,,833,84,
Rum,project.sales.zipcodes.csv,52134,,,,,,,,,,,,835,53,
Brandy,project.sales.zipcodes.csv,52134,,,,,,,,,,,,119,11,
Misc,project.sales.zipcodes.csv,52134,,,,,,,,,,,,42,2,
Schnapps,project.sales.zipcodes.csv,52134,,,,,,,,,,,,176,12,
Amaretto,project.sales.zipcodes.csv,52134,,,,,,,,,,,,4,1,
Tequila,project.sales.zipcodes.csv,52134,,,,,,,,,,,,79,4,
Tequila,project.sales.zipcodes.csv,50638,,,,,,,,,,,,4794,292,
Whisky,project.sales.zipcodes.csv,50638,,,,,,,,,,,,72534,5814,
Misc,project.sales.zipcodes.csv,50638,,,,,,,,,,,,10936,723,
Rum,project.sales.zipcodes.csv,50638,,,,,,,,,,,,39643,2691,
Gin,project.sales.zipcodes.csv,50638,,,,,,,,,,,,3074,284,
Vodka,project.sales.zipcodes.csv,50638,,,,,,,,,,,,43213,4927,
Brandy,project.sales.zipcodes.csv,50638,,,,,,,,,,,,3282,271,
Amaretto,project.sales.zipcodes.csv,50638,,,,,,,,,,,,706,93,
Schnapps,project.sales.zipcodes.csv,50638,,,,,,,,,,,,12914,889,
Distilled Spirits,project.sales.zipcodes.csv,50638,,,,,,,,,,,,1227,56,
Whisky,project.sales.zipcodes.csv,51546,,,,,,,,,,,,28815,2174,
Gin,project.sales.zipcodes.csv,51546,,,,,,,,,,,,792,67,
Vodka,project.sales.zipcodes.csv,51546,,,,,,,,,,,,12942,1486,
Misc,project.sales.zipcodes.csv,51546,,,,,,,,,,,,4016,314,
Rum,project.sales.zipcodes.csv,51546,,,,,,,,,,,,12010,881,
Brandy,project.sales.zipcodes.csv,51546,,,,,,,,,,,,1290,112,
Tequila,project.sales.zipcodes.csv,51546,,,,,,,,,,,,2329,185,
Schnapps,project.sales.zipcodes.csv,51546,,,,,,,,,,,,4417,484,
Amaretto,project.sales.zipcodes.csv,51546,,,,,,,,,,,,80,13,
Distilled Spirits,project.sales.zipcodes.csv,51546,,,,,,,,,,,,38,1,
Misc,project.sales.zipcodes.csv,52060,,,,,,,,,,,,69787,4576,
Vodka,project.sales.zipcodes.csv,52060,,,,,,,,,,,,153488,15670,
Tequila,project.sales.zipcodes.csv,52060,,,,,,,,,,,,26140,1804,
Whisky,project.sales.zipcodes.csv,52060,,,,,,,,,,,,340469,25960,
Brandy,project.sales.zipcodes.csv,52060,,,,,,,,,,,,17313,1470,
Rum,project.sales.zipcodes.csv,52060,,,,,,,,,,,,125087,8493,
Amaretto,project.sales.zipcodes.csv,52060,,,,,,,,,,,,4389,577,
Distilled Spirits,project.sales.zipcodes.csv,52060,,,,,,,,,,,,2139,96,
Gin,project.sales.zipcodes.csv,52060,,,,,,,,,,,,13116,1232,
Schnapps,project.sales.zipcodes.csv,52060,,,,,,,,,,,,77861,5954,
Whisky,project.sales.zipcodes.csv,51445,,,,,,,,,,,,122092,9652,
Gin,project.sales.zipcodes.csv,51445,,,,,,,,,,,,4343,399,
Vodka,project.sales.zipcodes.csv,51445,,,,,,,,,,,,37126,3654,
Misc,project.sales.zipcodes.csv,51445,,,,,,,,,,,,15675,842,
Rum,project.sales.zipcodes.csv,51445,,,,,,,,,,,,33504,2310,
Brandy,project.sales.zipcodes.csv,51445,,,,,,,,,,,,3409,283,
Tequila,project.sales.zipcodes.csv,51445,,,,,,,,,,,,7125,462,
Schnapps,project.sales.zipcodes.csv,51445,,,,,,,,,,,,10859,892,
Amaretto,project.sales.zipcodes.csv,51445,,,,,,,,,,,,807,118,
Distilled Spirits,project.sales.zipcodes.csv,51445,,,,,,,,,,,,534,30,
Whisky,project.sales.zipcodes.csv,50536,,,,,,,,,,,,249916,18959,
Gin,project.sales.zipcodes.csv,50536,,,,,,,,,,,,9554,797,
Vodka,project.sales.zipcodes.csv,50536,,,,,,,,,,,,85651,8801,
Misc,project.sales.zipcodes.csv,50536,,,,,,,,,,,,44007,2420,
Rum,project.sales.zipcodes.csv,50536,,,,,,,,,,,,89959,6395,
Brandy,project.sales.zipcodes.csv,50536,,,,,,,,,,,,12300,1043,
Tequila,project.sales.zipcodes.csv,50536,,,,,,,,,,,,17839,1010,
Schnapps,project.sales.zipcodes.csv,50536,,,,,,,,,,,,29145,2361,
Amaretto,project.sales.zipcodes.csv,50536,,,,,,,,,,,,2275,314,
Distilled Spirits,project.sales.zipcodes.csv,50536,,,,,,,,,,,,3524,305,
Misc,project.sales.zipcodes.csv,50554,,,,,,,,,,,,7106,484,
Whisky,project.sales.zipcodes.csv,50554,,,,,,,,,,,,46205,3694,
Gin,project.sales.zipcodes.csv,50554,,,,,,,,,,,,2000,218,
Vodka,project.sales.zipcodes.csv,50554,,,,,,,,,,,,28058,3616,
Rum,project.sales.zipcodes.csv,50554,,,,,,,,,,,,20100,1474,
Brandy,project.sales.zipcodes.csv,50554,,,,,,,,,,,,2391,194,
Tequila,project.sales.zipcodes.csv,50554,,,,,,,,,,,,3585,224,
Schnapps,project.sales.zipcodes.csv,50554,,,,,,,,,,,,5900,544,
Amaretto,project.sales.zipcodes.csv,50554,,,,,,,,,,,,355,61,
Distilled Spirits,project.sales.zipcodes.csv,50554,,,,,,,,,,,,521,24,
Misc,project.sales.zipcodes.csv,50025,,,,,,,,,,,,8091,545,
Whisky,project.sales.zipcodes.csv,50025,,,,,,,,,,,,57895,4785,
Gin,project.sales.zipcodes.csv,50025,,,,,,,,,,,,1893,153,
Vodka,project.sales.zipcodes.csv,50025,,,,,,,,,,,,23865,3075,
Rum,project.sales.zipcodes.csv,50025,,,,,,,,,,,,23208,1761,
Brandy,project.sales.zipcodes.csv,50025,,,,,,,,,,,,3568,335,
Tequila,project.sales.zipcodes.csv,50025,,,,,,,,,,,,2834,211,
Amaretto,project.sales.zipcodes.csv,50025,,,,,,,,,,,,1463,194,
Schnapps,project.sales.zipcodes.csv,50025,,,,,,,,,,,,5787,542,
Distilled Spirits,project.sales.zipcodes.csv,50025,,,,,,,,,,,,356,18,
Misc,project.sales.zipcodes.csv,50212,,,,,,,,,,,,4355,293,
Whisky,project.sales.zipcodes.csv,50212,,,,,,,,,,,,36387,2742,
Gin,project.sales.zipcodes.csv,50212,,,,,,,,,,,,2609,224,
Vodka,project.sales.zipcodes.csv,50212,,,,,,,,,,,,16257,1664,
Rum,project.sales.zipcodes.csv,50212,,,,,,,,,,,,8774,589,
Brandy,project.sales.zipcodes.csv,50212,,,,,,,,,,,,2160,163,
Schnapps,project.sales.zipcodes.csv,50212,,,,,,,,,,,,3024,228,
Tequila,project.sales.zipcodes.csv,50212,,,,,,,,,,,,2949,143,
Distilled Spirits,project.sales.zipcodes.csv,50212,,,,,,,,,,,,640,29,
Amaretto,project.sales.zipcodes.csv,50212,,,,,,,,,,,,111,18,
Whisky,project.sales.zipcodes.csv,52656,,,,,,,,,,,,92525,5288,
Gin,project.sales.zipcodes.csv,52656,,,,,,,,,,,,3191,198,
Vodka,project.sales.zipcodes.csv,52656,,,,,,,,,,,,37282,2937,
Rum,project.sales.zipcodes.csv,52656,,,,,,,,,,,,36239,2268,
Brandy,project.sales.zipcodes.csv,52656,,,,,,,,,,,,1133,104,
Misc,project.sales.zipcodes.csv,52656,,,,,,,,,,,,13499,643,
Schnapps,project.sales.zipcodes.csv,52656,,,,,,,,,,,,22218,1472,
Tequila,project.sales.zipcodes.csv,52656,,,,,,,,,,,,7698,348,
Amaretto,project.sales.zipcodes.csv,52656,,,,,,,,,,,,974,89,
Misc,project.sales.zipcodes.csv,50629,,,,,,,,,,,,3195,230,
Whisky,project.sales.zipcodes.csv,50629,,,,,,,,,,,,21103,1837,
Gin,project.sales.zipcodes.csv,50629,,,,,,,,,,,,452,54,
Vodka,project.sales.zipcodes.csv,50629,,,,,,,,,,,,13730,1406,
Rum,project.sales.zipcodes.csv,50629,,,,,,,,,,,,8096,567,
Brandy,project.sales.zipcodes.csv,50629,,,,,,,,,,,,511,48,
Tequila,project.sales.zipcodes.csv,50629,,,,,,,,,,,,1798,102,
Amaretto,project.sales.zipcodes.csv,50629,,,,,,,,,,,,285,33,
Schnapps,project.sales.zipcodes.csv,50629,,,,,,,,,,,,3504,281,
Distilled Spirits,project.sales.zipcodes.csv,50629,,,,,,,,,,,,60,2,
Vodka,project.sales.zipcodes.csv,51025,,,,,,,,,,,,33009,3338,
Misc,project.sales.zipcodes.csv,51025,,,,,,,,,,,,20645,1058,
Tequila,project.sales.zipcodes.csv,51025,,,,,,,,,,,,7719,355,
Whisky,project.sales.zipcodes.csv,51025,,,,,,,,,,,,101979,6058,
Amaretto,project.sales.zipcodes.csv,51025,,,,,,,,,,,,1088,131,
Rum,project.sales.zipcodes.csv,51025,,,,,,,,,,,,46337,3142,
Brandy,project.sales.zipcodes.csv,51025,,,,,,,,,,,,4951,437,
Schnapps,project.sales.zipcodes.csv,51025,,,,,,,,,,,,17608,1230,
Gin,project.sales.zipcodes.csv,51025,,,,,,,,,,,,5920,498,
Distilled Spirits,project.sales.zipcodes.csv,51025,,,,,,,,,,,,801,37,
Whisky,project.sales.zipcodes.csv,50421,,,,,,,,,,,,102106,7181,
Gin,project.sales.zipcodes.csv,50421,,,,,,,,,,,,3633,275,
Vodka,project.sales.zipcodes.csv,50421,,,,,,,,,,,,60411,6883,
Misc,project.sales.zipcodes.csv,50421,,,,,,,,,,,,17856,1025,
Rum,project.sales.zipcodes.csv,50421,,,,,,,,,,,,45340,3228,
Brandy,project.sales.zipcodes.csv,50421,,,,,,,,,,,,3106,272,
Tequila,project.sales.zipcodes.csv,50421,,,,,,,,,,,,12127,879,
Amaretto,project.sales.zipcodes.csv,50421,,,,,,,,,,,,917,105,
Schnapps,project.sales.zipcodes.csv,50421,,,,,,,,,,,,12823,973,
Distilled Spirits,project.sales.zipcodes.csv,50421,,,,,,,,,,,,87,4,
Misc,project.sales.zipcodes.csv,50459,,,,,,,,,,,,18883,1217,
Tequila,project.sales.zipcodes.csv,50459,,,,,,,,,,,,10653,855,
Whisky,project.sales.zipcodes.csv,50459,,,,,,,,,,,,70257,5377,
Vodka,project.sales.zipcodes.csv,50459,,,,,,,,,,,,39245,4374,
